followers,following,posts,bio_length,profile_pic,is_private,fake
9093,1786,129,100,1,1,0
9,1457,216,7,0,1,1
260,1914,13,171,1,1,0
6038,77,358,95,1,0,0
9865,3613,376,161,0,0,0
2219,1308,242,34,1,1,0
7041,647,480,95,0,1,0
2060,2187,144,49,1,0,0
5287,552,378,144,0,0,0
1619,281,414,1,0,0,0
8512,1281,393,181,0,0,0
1342,1846,325,43,0,1,0
2832,2487,102,101,0,1,0
2824,2793,216,176,1,0,0
1994,3711,357,129,0,1,0
3490,4199,420,71,0,0,0
9310,4861,63,109,1,0,0
7984,2776,157,197,0,0,0
1604,1596,161,136,1,0,0
235,479,17,128,1,1,0
1908,3312,215,196,0,1,0
8567,3218,318,102,0,1,0
3530,1963,48,136,0,0,0
5256,2142,55,141,0,1,0
2635,3898,346,26,0,0,0
8162,2072,57,136,0,1,0
9762,1295,154,163,1,0,0
2560,938,54,92,1,1,0
5415,761,486,99,1,0,0
3391,4749,340,130,1,1,0
5951,1669,18,116,0,1,0
5468,3862,486,150,0,1,0
8007,2685,150,121,1,1,0
9064,3899,358,109,0,1,0
9444,1931,367,72,0,1,0
6413,3939,107,29,1,1,0
6941,1126,46,18,1,0,0
9506,3297,206,101,1,0,0
4820,4670,362,66,1,0,0
2898,1203,449,49,0,1,0
7546,4135,482,47,1,1,0
77,3772,434,2,0,0,1
7577,519,339,65,1,1,0
4227,2283,411,154,1,0,0
600,4558,127,105,1,1,0
1065,482,184,110,0,0,0
2136,2477,57,39,0,1,0
9510,3093,142,124,0,1,0
6943,342,399,17,0,1,0
7804,1462,96,154,1,1,0
6565,1202,46,138,1,1,0
5984,1621,190,166,1,1,0
5142,2398,139,18,1,0,0
4670,3596,102,88,0,0,0
2190,3535,230,134,1,0,0
9184,2877,426,56,1,1,0
2712,2390,339,129,1,0,0
2192,3351,412,37,0,1,0
1248,2913,490,132,0,0,0
4033,1189,48,81,0,0,0
1997,2340,386,35,1,0,0
3687,3580,111,195,0,1,0
4018,1603,452,87,0,1,0
1970,3297,315,118,1,0,0
8389,597,321,84,0,1,0
5765,644,86,184,1,0,0
1202,4543,381,147,1,1,0
8135,2902,473,132,0,0,0
5567,763,281,23,1,1,0
7667,4830,326,29,1,0,0
5742,1642,251,27,1,1,0
5788,2297,73,180,1,1,0
5408,4696,452,178,0,0,0
8669,2172,46,108,1,1,0
9446,2160,75,134,0,1,0
922,3749,95,169,1,1,0
419,2922,425,34,1,1,0
2204,579,30,118,1,1,0
1120,3804,21,33,1,1,0
950,4878,16,102,1,1,0
2336,2368,211,116,1,1,0
5373,3932,147,75,1,1,0
2243,4627,234,53,0,0,0
2645,3360,391,28,0,1,0
4612,4707,494,137,0,1,0
1865,1100,353,26,1,0,0
6028,1670,304,12,0,1,0
7326,2220,86,41,1,1,0
6371,4970,37,164,0,1,0
6359,216,52,188,0,1,0
7863,375,27,20,1,0,0
3228,1609,76,130,1,1,0
3719,4106,412,135,1,1,0
2371,3839,199,69,1,0,0
2891,2939,394,144,1,0,0
3756,4062,430,9,0,0,0
4225,1613,172,140,1,1,0
94,3679,273,105,1,0,1
2674,4913,49,11,1,1,0
6898,1296,344,193,0,0,0
793,3996,176,127,1,0,0
2116,4786,405,150,0,1,0
5779,1155,300,192,0,0,0
6166,4879,444,127,0,1,0
814,2366,226,179,0,0,0
345,2891,126,60,1,0,0
8554,1972,348,25,1,1,0
2443,784,20,14,1,1,0
7783,4492,198,21,1,0,0
984,1081,188,88,0,1,0
7790,2033,331,64,0,0,0
9831,1614,419,153,1,1,0
827,4555,151,20,1,0,0
3531,2416,159,151,1,1,0
7147,4641,346,15,0,0,0
4451,3653,479,159,0,0,0
3876,496,442,15,0,0,0
5959,504,95,41,1,0,0
126,3386,351,159,0,1,0
3177,2208,473,177,0,1,0
8795,4813,74,40,0,1,0
6024,3216,365,107,1,0,0
5109,3666,81,124,0,0,0
4146,1408,127,151,1,0,0
7196,4364,358,12,1,1,0
3368,4077,132,78,1,1,0
3797,1477,399,137,0,1,0
1792,4960,138,41,1,1,0
5732,2397,245,168,0,0,0
3476,109,290,120,0,0,0
3417,3554,111,130,1,0,0
1645,649,202,182,1,0,0
9397,1499,169,15,1,1,0
3030,595,86,43,0,0,0
2872,978,118,157,1,1,0
3072,730,97,120,0,1,0
1854,56,239,164,1,0,0
4021,2243,336,187,0,1,0
4662,1701,137,23,1,1,0
6514,1286,81,25,1,0,0
5031,111,235,57,0,1,0
2708,4806,135,8,1,0,0
7112,1201,281,125,1,1,0
9524,947,2,188,1,1,0
8393,4121,58,18,1,1,0
3507,757,115,27,0,1,0
6456,3388,471,134,0,1,0
4212,1841,130,44,0,0,0
7970,3535,421,127,0,1,0
8766,2293,385,93,0,1,0
536,1104,482,190,1,1,0
1625,661,400,164,0,1,0
7973,908,200,15,1,0,0
8577,4617,291,4,0,1,0
8070,1856,341,156,1,1,0
8666,2311,478,51,0,1,0
8609,789,97,150,1,0,0
6490,171,215,5,0,1,0
3600,4360,123,163,1,1,0
6783,1986,72,184,1,1,0
9146,1885,365,160,1,0,0
4971,475,377,48,1,1,0
1205,1049,490,168,1,1,0
1990,4129,129,79,0,1,0
5299,2311,468,182,1,0,0
3572,1161,417,97,1,1,0
5975,815,26,106,1,1,0
6320,3766,164,153,0,1,0
4380,2922,454,36,1,1,0
4757,753,405,115,1,0,0
2713,4661,67,16,0,0,0
5588,461,13,31,0,0,0
966,3239,97,155,1,1,0
4944,2702,278,24,1,0,0
3432,80,427,174,0,1,0
688,2804,489,21,1,1,0
4243,869,472,60,1,1,0
3701,4694,448,125,1,0,0
8533,806,370,43,0,0,0
5182,1934,246,101,1,1,0
9916,703,111,19,1,1,0
6704,2523,206,108,0,0,0
4422,2639,351,177,0,0,0
9984,4582,333,87,0,1,0
1759,3909,232,174,1,0,0
9181,4801,60,46,1,1,0
2482,1164,84,199,0,0,0
8058,619,182,50,1,0,0
951,3066,238,182,0,0,0
8914,4872,249,38,1,1,0
2079,446,70,13,1,1,0
2717,2337,227,196,1,1,0
4524,208,84,174,1,1,0
9692,2460,305,20,1,0,0
8477,3442,487,142,1,1,0
7311,2711,395,99,0,0,0
7186,2337,462,96,1,1,0
2065,1291,270,0,0,1,0
768,2198,400,108,1,1,0
5490,1400,289,81,0,0,0
6645,4950,235,137,0,0,0
5083,2655,290,150,1,0,0
5232,4012,38,17,1,1,0
5797,704,485,57,1,1,0
9138,825,205,125,0,0,0
4926,1004,182,72,1,0,0
6016,3460,186,109,1,0,0
3335,376,132,51,1,0,0
8038,972,29,45,1,1,0
4873,4213,387,106,0,1,0
1481,3076,254,12,1,1,0
6305,443,142,95,0,1,0
3451,754,102,16,0,1,0
54,3604,418,66,1,0,1
7643,4735,492,60,1,0,0
3462,2171,73,64,0,1,0
832,2705,54,180,1,0,0
5954,3465,449,132,0,1,0
8519,2711,235,159,0,1,0
7221,2407,59,88,1,0,0
3310,622,23,172,1,0,0
3300,1723,475,55,1,1,0
6722,3322,21,4,0,1,0
7218,1919,427,100,0,0,0
7776,918,31,86,1,0,0
3675,4215,350,161,1,1,0
3054,581,338,60,0,0,0
7970,3881,434,189,0,1,0
2143,1686,468,68,1,1,0
5207,3909,2,62,0,0,0
9503,1999,69,43,1,0,0
2538,2711,159,27,0,1,0
4547,400,385,197,1,0,0
5619,3648,87,12,1,0,0
8356,2628,364,170,0,0,0
6612,1656,58,29,0,0,0
5005,620,251,153,1,0,0
822,246,218,62,1,1,0
943,3339,200,72,1,0,0
6150,3010,76,56,1,0,0
4425,4719,254,63,0,0,0
8966,2368,246,176,1,1,0
2198,3994,269,51,0,1,0
4242,1839,306,62,0,1,0
3695,2903,138,140,1,0,0
3452,4395,77,92,0,1,0
9106,4498,79,106,0,0,0
1308,3691,9,108,1,0,0
4177,3841,467,87,1,1,0
8705,4348,335,44,1,1,0
6852,1392,123,107,1,1,0
6035,3750,185,45,1,1,0
3594,4255,33,76,0,0,0
4841,3008,120,168,1,1,0
1409,4300,79,45,1,0,0
4566,3338,205,128,0,1,0
4491,3514,52,195,1,1,0
1555,4953,155,91,1,1,0
804,759,273,11,1,0,0
1279,2768,409,87,0,1,0
7083,3088,357,72,1,0,0
5986,2115,134,162,1,0,0
5619,4228,428,101,1,0,0
1387,1723,97,98,1,0,0
2679,2966,494,160,1,0,0
2106,429,240,57,0,0,0
8173,2355,44,127,1,0,0
4223,2459,198,116,1,0,0
4831,4192,480,34,1,0,0
2768,1718,290,173,1,1,0
3186,1265,435,83,1,1,0
2573,1308,113,65,0,1,0
2599,1050,486,171,0,0,0
4033,3473,276,25,1,0,0
8428,2249,240,41,1,1,0
1304,2809,155,76,0,1,0
7368,2921,351,29,0,0,0
5877,4676,43,115,0,1,0
1301,4041,79,159,1,0,0
2541,2417,311,35,0,1,0
2051,532,137,18,1,0,0
6809,898,150,21,1,0,0
8633,2654,431,64,0,0,0
8996,1469,435,56,1,0,0
74,2920,241,10,1,1,1
6981,1252,142,25,0,0,0
5475,769,310,175,1,0,0
8232,833,298,18,0,1,0
7184,2209,49,82,0,1,0
5796,4649,261,139,0,1,0
7141,3424,160,66,1,0,0
1622,1091,61,55,0,0,0
8041,1196,54,17,0,1,0
341,3914,422,112,1,1,0
2074,1660,395,4,0,1,0
7992,4654,371,111,1,0,0
645,260,483,151,1,1,0
4263,2264,30,114,0,1,0
8801,4900,329,165,0,0,0
6136,1185,436,66,1,0,0
8646,2449,289,69,0,0,0
9900,3533,168,51,1,1,0
2969,4370,265,126,0,0,0
3028,4301,307,166,1,0,0
7643,3344,458,186,0,1,0
2681,866,184,153,0,0,0
3629,92,333,64,1,1,0
4225,3178,2,79,0,1,0
3067,1351,440,175,0,0,0
5941,364,160,112,1,1,0
1386,4916,390,110,1,1,0
2866,3718,259,52,1,1,0
4788,1924,422,136,0,0,0
5490,3095,47,132,0,1,0
4124,2538,253,115,1,1,0
8340,1296,73,71,1,0,0
3850,2276,334,188,0,0,0
5415,2,399,20,1,1,0
7679,3492,165,102,1,1,0
6819,1753,259,106,1,0,0
9328,910,3,62,0,1,0
8378,306,375,147,0,0,0
9442,4231,118,185,1,0,0
1333,4015,483,172,0,0,0
4150,1438,410,149,0,1,0
6766,872,469,76,1,0,0
2711,1141,469,74,0,0,0
4853,665,272,190,1,0,0
6212,208,492,157,0,1,0
7479,951,225,62,1,1,0
5408,1057,351,171,1,0,0
9977,4744,499,66,1,0,0
7715,4722,69,185,0,1,0
8942,4620,181,192,1,1,0
1762,4008,352,35,0,1,0
7101,1868,263,133,1,0,0
7674,4864,369,36,0,1,0
6122,771,180,92,1,0,0
481,4835,483,74,1,0,0
153,4030,4,182,0,1,0
7617,521,196,186,1,0,0
1524,3355,46,165,1,0,0
2120,1400,457,114,0,1,0
2343,3738,39,152,0,0,0
5136,4343,121,76,1,0,0
5760,3723,134,160,1,1,0
1240,3247,139,12,0,0,0
60,1858,349,37,1,1,1
9130,4781,152,185,1,1,0
1639,4064,27,147,0,0,0
6185,4681,426,16,1,0,0
7970,2398,76,122,1,1,0
1252,142,174,113,0,1,0
4203,2851,48,151,1,0,0
8363,3469,341,25,1,0,0
9650,3695,309,167,1,0,0
3549,717,273,31,1,1,0
4197,642,26,164,1,0,0
7009,3440,327,85,0,0,0
6667,2548,389,97,1,0,0
2322,3693,458,90,1,0,0
9828,369,220,120,0,1,0
4090,3650,121,187,1,1,0
6960,786,360,56,1,0,0
3004,949,68,106,1,0,0
5136,521,70,185,0,1,0
329,2943,149,194,1,0,0
3640,354,186,21,0,1,0
7982,2335,430,185,0,1,0
4107,1482,372,111,1,1,0
1341,1647,245,84,0,1,0
8407,3045,195,79,0,0,0
338,4631,31,72,0,1,0
5895,2215,466,76,0,0,0
2708,4716,108,73,1,0,0
1750,427,352,126,1,1,0
5604,2537,0,176,1,1,0
2421,544,181,120,1,1,0
7119,2764,173,84,0,0,0
8901,4919,168,176,1,1,0
5319,3765,247,169,1,1,0
6609,658,107,167,0,1,0
5387,2827,369,198,1,0,0
3993,2058,296,173,0,1,0
8680,3327,263,149,1,1,0
8044,730,415,81,1,1,0
8238,1832,29,20,1,0,0
4873,408,301,178,0,1,0
4806,4179,475,141,1,0,0
8592,3247,360,73,1,0,0
5913,4802,435,8,0,0,0
7124,133,351,145,1,0,0
3157,4883,472,12,1,0,0
390,4959,481,16,0,1,0
4430,666,316,125,0,1,0
8820,276,224,86,1,0,0
7686,3307,396,152,0,0,0
4232,881,88,181,0,0,0
8007,2060,233,15,0,0,0
1521,2082,167,23,1,1,0
9018,1237,230,74,1,1,0
1500,2452,125,150,0,0,0
6737,158,60,168,0,0,0
3294,2596,119,102,1,0,0
5085,3815,427,85,0,1,0
2419,4374,496,160,0,0,0
9126,2526,189,104,1,1,0
3042,110,120,41,1,1,0
4497,541,427,175,1,0,0
1466,1138,47,17,0,1,0
3561,3283,201,190,0,0,0
614,3610,58,77,0,1,0
5392,4455,184,91,1,0,0
7693,3557,222,10,0,0,0
9374,2419,491,151,1,0,0
3223,1756,10,188,1,0,0
7138,3086,280,191,0,0,0
2667,2306,188,163,1,0,0
7980,975,301,125,0,1,0
130,722,309,96,0,1,0
2983,2570,499,52,1,0,0
4278,324,236,82,0,1,0
7126,1529,33,46,1,0,0
8230,1945,339,51,1,1,0
7694,4486,134,56,1,1,0
6640,2430,480,74,0,0,0
5468,4111,61,150,0,0,0
920,3510,312,58,0,1,0
7564,845,226,68,1,1,0
8684,4964,92,183,1,1,0
9323,567,115,85,0,1,0
8502,3688,331,169,1,1,0
8930,2179,132,145,0,1,0
3241,2019,331,70,0,0,0
545,3319,476,32,0,1,0
4346,2320,418,2,0,0,0
9996,1646,467,27,1,1,0
3810,4003,292,0,0,0,0
7206,3909,443,125,1,0,0
9005,3420,192,190,1,0,0
2032,2531,399,112,0,0,0
8436,356,29,46,0,1,0
271,3081,456,36,1,0,0
3511,2280,297,85,0,0,0
1771,4131,60,47,1,1,0
9454,2460,457,107,1,1,0
4361,2787,460,18,1,1,0
7069,4209,303,141,1,0,0
920,1197,445,194,0,1,0
8190,1278,339,82,0,0,0
3430,465,348,64,0,0,0
4435,4000,447,25,1,0,0
3760,3348,440,137,0,1,0
2050,1487,323,98,1,0,0
1165,4942,301,76,1,0,0
8567,4597,368,69,1,0,0
2033,4536,27,42,0,1,0
6467,325,484,69,0,1,0
145,1765,76,199,1,0,0
4388,4162,120,58,0,0,0
7832,303,2,2,1,0,0
8623,4579,36,132,0,0,0
8896,1440,431,84,0,1,0
8173,148,146,94,0,0,0
2632,3034,91,77,1,1,0
4494,2631,338,100,0,0,0
8056,95,272,82,0,0,0
7511,3455,465,164,1,1,0
9155,4377,465,83,0,0,0
1828,2369,376,179,1,0,0
9130,3467,86,193,0,1,0
4805,528,39,120,1,0,0
806,2310,177,190,1,1,0
9655,4675,328,134,0,1,0
7486,1663,284,52,1,0,0
8202,3364,434,113,1,1,0
1868,2341,41,5,0,1,0
7878,4905,284,134,0,0,0
5690,692,65,171,0,0,0
7827,4330,123,17,0,0,0
5429,951,144,53,1,1,0
9076,1360,119,126,1,0,0
3564,538,108,156,0,1,0
1389,819,414,24,0,0,0
7274,3162,91,62,0,0,0
824,3925,490,195,0,0,0
2265,271,367,114,1,1,0
936,1028,307,140,1,1,0
6402,3665,422,159,1,1,0
3845,1242,59,154,1,0,0
1796,1141,349,50,1,0,0
8245,592,226,161,0,0,0
7214,1605,239,27,0,0,0
726,4210,434,72,1,0,0
2736,3377,211,71,1,0,0
1913,4071,399,84,0,0,0
9788,4302,97,109,1,1,0
7657,3694,13,29,1,0,0
2466,2350,217,8,1,0,0
9041,4207,467,140,1,1,0
7312,1440,169,81,0,0,0
8194,3626,306,63,1,0,0
7906,1882,279,37,1,1,0
4876,3711,362,118,1,0,0
7287,184,209,21,1,1,0
892,4996,255,158,1,0,0
4675,220,170,98,0,1,0
1933,3188,72,169,0,0,0
1380,1093,146,189,0,1,0
1290,2945,339,105,1,0,0
1640,2474,316,63,1,1,0
7490,2615,105,8,0,0,0
9179,2012,93,125,0,0,0
1218,2490,62,94,1,0,0
5016,600,153,171,1,1,0
6881,1160,254,190,0,1,0
9547,4599,350,167,1,0,0
9752,4313,34,87,1,0,0
9610,2735,322,168,0,1,0
954,2218,311,112,1,1,0
9175,4707,295,71,1,1,0
7291,1152,252,49,1,1,0
974,56,156,147,0,1,0
4133,1204,133,80,1,1,0
5370,4341,435,197,1,0,0
3972,143,128,169,0,0,0
5295,367,435,32,1,0,0
9105,1482,279,62,1,1,0
8228,615,357,184,1,1,0
9903,3638,417,192,0,0,0
3020,3328,370,104,0,0,0
8987,3227,251,179,1,1,0
4036,1588,134,98,0,0,0
5068,2489,330,5,0,0,0
5233,3003,10,134,0,1,0
9516,698,291,8,0,0,0
317,4971,147,100,0,0,0
2396,2823,318,60,0,1,0
2162,944,79,161,0,1,0
2745,3881,190,162,0,1,0
1591,922,452,98,0,1,0
6183,1746,343,147,1,0,0
3930,4120,29,57,0,0,0
1312,2853,413,59,0,1,0
9477,1559,358,181,1,1,0
4311,1083,367,34,1,1,0
7314,3538,494,46,1,0,0
2383,433,228,45,1,0,0
3239,2926,480,86,0,0,0
2139,1089,83,3,0,1,0
1704,2957,149,9,0,1,0
6924,2612,360,106,1,0,0
362,4191,188,74,0,0,0
2604,3759,20,39,0,1,0
9908,4263,36,126,1,1,0
4286,2089,245,182,1,1,0
3738,1902,282,118,1,1,0
2469,2567,101,72,1,1,0
4795,1998,418,39,1,1,0
6150,3114,293,95,0,1,0
556,2994,231,22,1,1,0
9017,2010,315,142,1,0,0
2808,4844,325,114,0,0,0
5150,1891,287,115,0,0,0
7561,830,335,132,0,1,0
2719,48,475,167,1,0,0
6506,4210,463,145,1,0,0
3741,1178,410,20,0,0,0
9766,3033,244,2,0,1,0
3998,70,386,45,1,1,0
2403,66,176,89,0,1,0
8780,1777,212,78,0,0,0
9739,2228,357,126,0,0,0
294,1789,101,52,0,1,0
5343,612,285,147,1,0,0
9882,1886,21,186,1,0,0
1136,1622,18,20,1,1,0
2064,696,286,89,0,1,0
7009,1237,275,112,1,1,0
4543,2406,494,50,1,1,0
1007,248,146,152,0,1,0
5445,637,385,67,0,1,0
5352,949,39,115,1,1,0
9439,1904,166,137,0,1,0
1435,3587,90,194,0,1,0
571,1111,71,82,1,1,0
2382,175,364,94,1,1,0
9437,722,437,136,1,1,0
5084,3842,282,28,0,0,0
277,3674,334,164,0,1,0
7059,4866,139,109,0,0,0
1887,1947,238,70,0,0,0
1265,702,77,37,0,0,0
7491,2128,198,126,0,1,0
1040,926,16,71,1,1,0
9109,4233,217,58,1,1,0
8073,3504,228,184,0,1,0
9077,2517,339,187,1,0,0
2752,2397,137,27,1,0,0
8213,1149,146,155,1,1,0
4569,3380,209,45,0,1,0
6353,1878,157,70,1,1,0
2353,1253,413,194,1,1,0
7437,1483,152,182,0,0,0
4799,309,343,37,0,1,0
686,3952,329,116,0,0,0
8476,3049,382,107,1,1,0
4811,1564,449,145,1,1,0
8954,1500,357,94,1,1,0
5346,4865,351,62,0,1,0
5043,15,162,102,0,1,0
2428,605,306,4,0,1,0
5126,1381,100,171,1,0,0
8220,4908,326,156,1,0,0
9098,3383,326,106,1,1,0
7813,894,154,141,0,0,0
9645,1567,9,57,0,1,0
3356,413,352,171,1,0,0
8707,4120,426,145,1,1,0
7266,2004,182,6,1,0,0
6540,315,454,86,0,1,0
38,4666,133,96,1,0,1
3342,4820,5,189,0,0,0
9078,3055,332,44,1,1,0
2844,1849,431,15,1,1,0
1098,1953,332,63,1,1,0
7027,388,257,36,1,1,0
1823,2769,210,152,1,1,0
3155,4539,50,8,1,0,0
3093,3046,444,182,1,1,0
5658,2415,146,155,1,1,0
3778,2389,497,136,1,0,0
2896,303,376,139,1,0,0
988,763,127,145,0,0,0
4116,1973,485,89,0,1,0
6446,815,257,183,1,1,0
4179,877,50,73,1,0,0
1682,4798,153,185,0,0,0
5626,2326,69,124,0,1,0
7424,2429,275,50,0,0,0
933,2060,278,31,1,1,0
3598,4398,309,87,1,0,0
1980,1579,398,175,1,0,0
3056,4255,133,135,1,1,0
8984,2201,219,157,0,0,0
791,3597,162,25,0,0,0
5390,1203,458,151,0,1,0
6635,2424,135,154,0,1,0
2255,3875,56,166,1,0,0
3610,2823,433,65,0,1,0
1607,3285,176,178,0,1,0
5179,2063,114,72,1,1,0
6573,1979,498,49,1,0,0
984,4348,471,44,1,0,0
5776,3131,148,86,0,0,0
3676,3092,240,32,0,0,0
3380,4826,122,18,1,0,0
8711,3664,291,140,1,0,0
8782,2336,326,112,1,0,0
1050,3614,68,21,1,1,0
3633,497,313,147,0,1,0
6342,3817,62,96,1,0,0
959,4643,220,4,0,0,0
6059,131,15,125,1,1,0
8884,857,389,77,1,0,0
5655,520,77,159,0,0,0
4473,29,121,29,1,0,0
2946,3396,435,90,1,1,0
7725,4604,257,153,1,1,0
526,1260,216,81,0,1,0
3224,1558,478,87,0,0,0
1875,15,113,131,1,1,0
1763,3605,369,104,1,1,0
8712,1607,460,66,0,0,0
5797,3517,379,117,0,0,0
9208,2016,145,170,0,0,0
7099,3574,464,29,1,0,0
5109,1743,236,110,1,1,0
6644,3791,475,143,1,1,0
116,3634,459,198,1,0,0
2433,1088,418,38,0,0,0
5463,1361,85,85,0,0,0
583,3372,166,40,0,0,0
8586,4473,128,30,1,0,0
3788,475,164,176,0,1,0
4167,1289,276,140,1,0,0
8465,328,256,168,0,1,0
1389,4044,131,155,1,0,0
8357,1839,479,126,1,1,0
9759,1186,57,63,0,0,0
6154,4533,256,116,0,0,0
5420,3414,140,18,0,1,0
8920,3536,173,110,0,1,0
2043,1773,174,113,0,1,0
4197,2063,208,199,0,1,0
3496,1844,203,24,1,1,0
778,4963,6,165,0,1,0
213,2558,50,120,1,1,0
3762,1262,258,98,1,1,0
9768,3291,177,89,1,0,0
6731,1018,409,2,0,0,0
3117,1789,30,129,0,0,0
5791,3524,355,4,0,1,0
8783,3504,317,188,0,1,0
2720,806,153,19,0,0,0
8905,2666,450,37,0,1,0
9127,404,363,100,1,0,0
6047,593,54,127,1,1,0
8032,3949,155,101,1,1,0
1,4107,43,35,1,1,1
6368,3280,80,173,1,1,0
1949,2212,165,98,0,0,0
6732,1542,494,112,0,0,0
7833,613,29,36,1,0,0
917,868,321,53,1,1,0
3174,811,135,148,1,0,0
7014,1822,13,148,0,0,0
89,4862,356,91,0,0,1
1709,4177,482,69,0,0,0
3041,1744,105,83,0,0,0
105,2256,358,187,0,0,0
9078,4042,317,163,0,1,0
8619,3667,74,10,0,1,0
1895,521,446,87,1,1,0
6090,1525,78,86,1,1,0
8508,1469,193,30,0,0,0
6082,2675,484,100,1,0,0
634,1513,362,164,0,1,0
1925,4876,95,59,1,0,0
2056,1451,39,60,0,0,0
6917,4654,255,66,0,0,0
3144,3430,396,156,1,1,0
9631,3007,106,194,0,0,0
552,3124,16,78,1,1,0
8907,1753,14,70,0,1,0
5383,4955,416,66,1,0,0
3911,1612,498,127,0,1,0
9905,3275,271,110,1,1,0
3389,555,498,15,0,1,0
9299,4251,12,44,1,1,0
8442,2049,246,33,1,1,0
2430,824,213,43,1,0,0
458,2849,150,116,1,0,0
207,3030,291,124,0,1,0
899,1081,42,102,1,1,0
21,3325,433,119,0,1,1
8601,492,113,169,0,1,0
894,4764,329,34,0,1,0
514,74,80,125,0,1,0
7294,2991,349,74,0,1,0
4904,3360,140,83,0,0,0
7867,370,29,157,0,1,0
4109,4682,440,52,0,0,0
7179,328,493,57,1,0,0
1560,4685,29,155,1,1,0
1266,1790,454,142,0,0,0
3638,776,265,165,1,1,0
8941,2022,98,49,1,0,0
3427,4674,449,140,0,0,0
4780,4316,93,110,1,1,0
1927,1187,210,162,1,0,0
2356,1503,294,110,1,0,0
4790,3291,36,151,0,0,0
306,3325,386,119,0,0,0
7979,187,88,64,1,1,0
3665,1214,417,105,0,0,0
7057,3286,254,90,0,1,0
661,3446,213,145,1,1,0
4644,1109,421,185,1,1,0
8503,2521,13,25,1,1,0
2920,4939,191,156,1,0,0
9274,3879,294,71,0,0,0
8946,530,181,43,0,0,0
6236,1070,129,89,0,0,0
6078,3136,223,132,0,1,0
352,962,42,160,0,1,0
9094,1405,180,123,0,0,0
7005,3137,386,4,0,1,0
158,516,168,126,0,1,0
956,3164,263,112,0,1,0
2071,1491,473,110,1,1,0
8595,3689,95,163,0,1,0
9579,4228,202,76,0,1,0
3453,4409,497,12,0,1,0
6675,590,446,152,1,1,0
955,1543,320,57,1,1,0
6295,3056,334,129,0,0,0
1712,2206,387,87,0,0,0
4703,3339,67,35,1,1,0
6563,2708,91,24,0,0,0
9465,4029,265,33,1,1,0
5631,747,330,139,0,1,0
9633,800,177,18,1,0,0
9989,1497,150,113,1,0,0
1394,1379,316,105,0,1,0
9461,679,46,36,1,1,0
4732,3770,2,106,1,0,0
3714,3342,486,128,1,1,0
529,896,102,59,0,0,0
2958,1546,272,66,0,1,0
7904,3126,21,176,1,1,0
3591,683,115,78,1,0,0
6895,1295,346,173,0,1,0
9131,1385,399,110,0,0,0
525,942,463,47,0,1,0
6477,3280,103,195,1,0,0
1,1033,258,146,0,1,1
374,2786,307,87,0,0,0
4648,2233,366,39,0,0,0
2365,3645,416,133,0,0,0
1525,1620,297,95,1,0,0
1646,3535,129,190,1,0,0
13,3205,294,162,0,0,1
4599,2882,301,199,1,1,0
2278,4904,47,60,0,0,0
3155,170,26,4,1,1,0
8321,1553,14,36,0,1,0
3814,3897,262,138,0,0,0
3216,1595,364,105,1,1,0
8219,1623,440,98,0,1,0
2113,4122,297,167,0,0,0
9444,1091,264,192,1,0,0
4356,2837,360,7,0,0,0
5543,407,133,86,1,0,0
4555,4169,440,83,0,1,0
7062,679,75,10,0,0,0
3374,4944,29,70,1,0,0
6430,4965,438,185,1,0,0
3466,236,339,93,0,1,0
3081,2774,125,122,0,1,0
629,3437,83,175,1,0,0
269,3357,53,140,1,0,0
5724,2877,365,105,0,0,0
5897,2423,282,187,0,1,0
3432,4714,339,48,0,1,0
9472,3147,442,194,1,1,0
6276,1032,262,6,0,1,0
5895,2854,423,100,1,0,0
7115,2940,359,152,0,1,0
6656,3701,221,150,1,0,0
575,4070,327,50,0,0,0
7029,3132,1,174,1,0,0
6099,3460,397,4,1,0,0
9499,4942,393,12,0,1,0
3192,1923,305,41,1,0,0
3178,633,145,124,1,1,0
6052,4103,17,132,1,1,0
2734,1392,15,150,0,1,0
6116,3446,307,61,0,0,0
3568,3098,452,128,0,0,0
9847,4944,435,73,0,0,0
9771,61,158,113,1,0,0
2203,2469,484,53,1,0,0
1390,1817,339,199,0,1,0
1742,632,406,115,1,0,0
1925,4887,351,130,1,1,0
619,2598,297,82,0,1,0
1274,3451,208,191,0,1,0
956,1300,445,178,1,1,0
1939,2653,204,129,0,0,0
3953,1454,112,48,1,0,0
968,1138,177,30,1,0,0
9508,3192,460,73,0,1,0
9235,4620,208,116,0,1,0
281,4994,123,2,1,1,0
6262,2210,14,123,0,1,0
1058,4882,345,162,1,1,0
4293,3759,427,84,1,1,0
5178,3029,475,163,0,0,0
6980,1360,297,63,0,1,0
9200,2426,44,159,0,0,0
1229,4268,93,17,0,0,0
9227,63,106,33,1,0,0
4585,1345,418,55,0,1,0
8467,974,277,66,0,0,0
2740,4161,127,180,0,0,0
2289,3628,457,194,1,1,0
1239,1622,458,90,0,0,0
5370,457,37,193,0,0,0
125,3330,96,191,0,1,0
7473,1740,197,66,0,1,0
9400,3026,191,109,0,1,0
5342,1954,356,166,1,0,0
7351,279,6,165,1,0,0
6638,2391,43,39,1,1,0
6570,1040,331,146,0,0,0
3249,961,6,132,0,1,0
9110,3845,193,196,1,1,0
7595,1217,315,141,0,1,0
6294,3220,0,90,1,0,0
6527,374,61,48,0,0,0
